,RF_AUC,RF_Prec,RF_Rec,SVM10_26_AUC,SVM10_26_Prec,SVM10_26_Rec,SVM40_10_AUC,SVM40_10_Prec,SVM40_10_Rec,iter
366,[-0.50692042],[-0.15003695],[-0.32352941],[-0.49653979],[-0.16666667],[-0.41176471],[-0.51557093],[-0.39393939],[-0.17647059],999
367,[-0.37283737],[-0.13109756],[-0.32352941],[-0.32093426],[-0.125],[-0.38235294],[-0.34515571],[-0.375],[-0.08823529],999
368,[-0.3615917],[-0.10744891],[-0.20588235],[-0.37197232],[-0.06874266],[-0.26470588],[-0.38581315],[-0.35135135],[ 0.14705882],999
369,[-0.25519031],[-0.03684211],[-0.20588235],[-0.24653979],[-0.0173913],[-0.35294118],[-0.2932526],[-0.3],[ 0.05882353],999
370,[-0.4532872],[-0.21578947],[-0.38235294],[-0.42733564],[-0.1173913],[-0.44117647],[-0.45155709],[-0.4],[-0.11764706],999
371,[-0.51470588],[-0.24183007],[-0.20588235],[-0.50778547],[-0.16937669],[-0.29411765],[-0.50951557],[-0.38888889],[ 0.08823529],999
372,[-0.44377163],[-0.18069498],[-0.23529412],[-0.45069204],[-0.08198758],[-0.32352941],[-0.45415225],[-0.34285714],[-0.02941176],999
373,[-0.4982699],[-0.03125],[-0.11764706],[-0.52249135],[-0.02038043],[-0.32352941],[-0.54152249],[-0.28125],[ 0.],999
374,[-0.3866782],[-0.13247863],[-0.20588235],[-0.35553633],[-0.12698413],[-0.26470588],[-0.38321799],[-0.38888889],[-0.08823529],999
375,[-0.33910035],[-0.07912088],[-0.26470588],[-0.34256055],[-0.07513417],[-0.44117647],[-0.35813149],[-0.30769231],[-0.14705882],999
376,[-0.31228374],[-0.18378378],[-0.23529412],[-0.26903114],[-0.12093023],[-0.29411765],[-0.31401384],[-0.4],[ 0.02941176],999
377,[-0.37024221],[-0.14065934],[-0.23529412],[-0.3615917],[-0.11055901],[-0.35294118],[-0.37197232],[-0.37142857],[-0.02941176],999
378,[-0.38062284],[-0.17948718],[-0.20588235],[-0.36678201],[-0.11188811],[-0.23529412],[-0.37543253],[-0.38461538],[-0.02941176],999
379,[-0.34429066],[ 0.02449324],[-0.08823529],[-0.3633218],[ 0.03125],[-0.23529412],[-0.35121107],[-0.21875],[ 0.08823529],999
380,[-0.24913495],[-0.09294872],[-0.08823529],[-0.24913495],[-0.05585106],[-0.20588235],[-0.30795848],[-0.375],[ 0.02941176],999
381,[-0.30276817],[-0.17232143],[-0.23529412],[-0.31487889],[-0.05486111],[-0.32352941],[-0.33044983],[-0.34375],[-0.08823529],999
382,[-0.42820069],[-0.0952381],[-0.38235294],[-0.40570934],[-0.06547619],[-0.47058824],[-0.43512111],[-0.35714286],[-0.20588235],999
383,[-0.41522491],[-0.15384615],[-0.17647059],[-0.39100346],[-0.10200669],[-0.26470588],[-0.41695502],[-0.38461538],[ 0.],999
384,[-0.48615917],[-0.08173077],[-0.23529412],[-0.4567474],[-0.01462766],[-0.32352941],[-0.4550173],[-0.3125],[-0.05882353],999
385,[-0.34429066],[-0.16468591],[-0.32352941],[-0.27508651],[-0.07258065],[-0.35294118],[-0.29930796],[-0.32258065],[-0.02941176],999
386,[-0.43512111],[-0.025],[-0.02941176],[-0.44204152],[-0.03333333],[-0.14705882],[-0.46107266],[-0.3],[ 0.17647059],999
387,[-0.44723183],[-0.06949807],[-0.11764706],[-0.433391],[-0.02380952],[-0.17647059],[-0.46799308],[-0.28571429],[-0.02941176],999
388,[-0.54757785],[-0.2005814],[ 0.02941176],[-0.50432526],[-0.15484969],[-0.14705882],[-0.51297578],[-0.3255814],[ 0.14705882],999
389,[-0.44809689],[-0.17698413],[-0.20588235],[-0.44117647],[-0.11561462],[-0.29411765],[-0.4532872],[-0.37142857],[-0.08823529],999
390,[-0.42647059],[-0.11711712],[-0.20588235],[-0.45242215],[-0.13333333],[-0.29411765],[-0.4299308],[-0.33333333],[ 0.05882353],999
391,[-0.26816609],[-0.1484127],[-0.17647059],[-0.2733564],[-0.110299],[-0.29411765],[-0.2716263],[-0.34285714],[-0.05882353],999
392,[-0.39186851],[-0.1025641],[-0.29411765],[-0.37456747],[-0.04166667],[-0.41176471],[-0.39705882],[-0.33333333],[-0.17647059],999
393,[-0.38754325],[ 0.01616162],[-0.23529412],[-0.37370242],[ 0.03977273],[-0.26470588],[-0.38062284],[-0.27272727],[ 0.11764706],999
394,[-0.42214533],[ 0.01398601],[-0.11764706],[-0.40484429],[ 0.0530303],[-0.17647059],[-0.42560554],[-0.24242424],[ 0.02941176],999
395,[-0.37110727],[-0.10622711],[-0.20588235],[-0.36072664],[-0.05315615],[-0.23529412],[-0.3884083],[-0.28571429],[-0.02941176],999
396,[-0.48096886],[-0.11086475],[ 0.05882353],[-0.43425606],[-0.03686897],[-0.08823529],[-0.46539792],[-0.29268293],[ 0.23529412],999
397,[-0.46453287],[-0.20357143],[-0.11764706],[-0.49740484],[-0.18452381],[-0.26470588],[-0.47491349],[-0.375],[ 0.02941176],999
398,[-0.38754325],[-0.08184524],[-0.29411765],[-0.34948097],[-0.0611413],[-0.35294118],[-0.40138408],[-0.34375],[-0.14705882],999
399,[-0.44982699],[-0.08125],[-0.26470588],[-0.45847751],[-0.03125],[-0.29411765],[-0.46712803],[-0.28125],[-0.05882353],999
400,[-0.28806228],[-0.12594268],[-0.23529412],[-0.29844291],[-0.09974425],[-0.35294118],[-0.28287197],[-0.38235294],[ 0.05882353],999
401,[-0.58217993],[-0.163286],[-0.26470588],[-0.56487889],[-0.13085765],[-0.35294118],[-0.566609],[-0.31034483],[-0.11764706],999
402,[-0.27422145],[-0.02197802],[-0.35294118],[-0.23615917],[-0.04682274],[-0.47058824],[-0.22404844],[-0.30769231],[-0.05882353],999
403,[-0.45934256],[-0.05555556],[-0.05882353],[-0.45588235],[-0.06349206],[-0.20588235],[-0.46626298],[-0.27777778],[ 0.02941176],999
404,[-0.37197232],[-0.03734756],[-0.23529412],[-0.38408304],[-0.02038043],[-0.32352941],[-0.39792388],[-0.28125],[-0.05882353],999
405,[-0.3866782],[-0.0765349],[-0.32352941],[-0.37629758],[-0.02567865],[-0.38235294],[-0.3866782],[-0.34482759],[-0.02941176],999
406,[-0.47058824],[-0.14285714],[-0.14705882],[-0.48615917],[-0.13355482],[-0.32352941],[-0.5],[-0.34285714],[ 0.],999
407,[-0.28373702],[ 0.00236035],[-0.20588235],[-0.23529412],[ 0.02217742],[-0.32352941],[-0.28719723],[-0.29032258],[ 0.02941176],999
408,[-0.20588235],[-0.08974359],[-0.35294118],[-0.20415225],[-0.05448718],[-0.5],[-0.21280277],[-0.34615385],[-0.11764706],999
409,[-0.33391003],[-0.11842105],[-0.17647059],[-0.31487889],[-0.11842105],[-0.26470588],[-0.35640138],[-0.36842105],[ 0.05882353],999
410,[-0.36418685],[-0.10197368],[-0.23529412],[-0.35899654],[-0.04583333],[-0.32352941],[-0.36418685],[-0.3125],[-0.05882353],999
411,[-0.35380623],[-0.09984756],[-0.29411765],[-0.35553633],[-0.05208333],[-0.38235294],[-0.36591696],[-0.34375],[-0.11764706],999
412,[-0.32266436],[ 0.04704944],[-0.05882353],[-0.24307958],[ 0.08366271],[-0.17647059],[-0.28979239],[-0.24242424],[ 0.11764706],999
413,[-0.41695502],[-0.18378378],[-0.32352941],[-0.40311419],[-0.12340426],[-0.47058824],[-0.42041522],[-0.4],[-0.23529412],999
414,[-0.55103806],[-0.02295633],[-0.20588235],[-0.54065744],[-0.03598281],[-0.26470588],[-0.54584775],[-0.34210526],[-0.05882353],999
415,[-0.44636678],[-0.09502924],[-0.14705882],[-0.49480969],[-0.05555556],[-0.23529412],[-0.47404844],[-0.30555556],[ 0.14705882],999
416,[-0.34342561],[-0.11455642],[-0.44117647],[-0.36245675],[-0.0787037],[-0.5],[-0.35726644],[-0.37037037],[-0.35294118],999
417,[-0.55622837],[-0.10176282],[-0.26470588],[-0.55449827],[-0.01458333],[-0.29411765],[-0.55449827],[-0.28125],[-0.02941176],999
418,[-0.37629758],[-0.11450925],[-0.14705882],[-0.38148789],[-0.12407862],[-0.29411765],[-0.40224913],[-0.35135135],[-0.02941176],999
419,[-0.42733564],[-0.04715447],[-0.29411765],[-0.40657439],[ 0.],[-0.32352941],[-0.41868512],[-0.26666667],[-0.20588235],999
420,[-0.2482699],[ 0.00822368],[-0.11764706],[-0.26557093],[ 0.02309783],[-0.26470588],[-0.2517301],[-0.28125],[ 0.05882353],999
421,[-0.2716263],[-0.19487179],[-0.29411765],[-0.26989619],[-0.15555556],[-0.38235294],[-0.26470588],[-0.4],[-0.17647059],999
422,[-0.40224913],[-0.08571429],[-0.08823529],[-0.40051903],[-0.01904762],[-0.17647059],[-0.41262976],[-0.25714286],[ 0.17647059],999
423,[-0.39013841],[-0.12679426],[-0.23529412],[-0.35899654],[-0.13107822],[-0.35294118],[-0.3849481],[-0.36363636],[-0.02941176],999
424,[-0.4550173],[-0.09276018],[-0.20588235],[-0.43252595],[-0.04693367],[-0.32352941],[-0.46366782],[-0.32352941],[ 0.],999
425,[-0.28719723],[-0.16063348],[-0.05882353],[-0.31314879],[-0.05769231],[-0.17647059],[-0.31487889],[-0.30769231],[ 0.17647059],999
426,[-0.49134948],[-0.1047619],[-0.26470588],[-0.47404844],[-0.08198758],[-0.32352941],[-0.47923875],[-0.34285714],[-0.11764706],999
427,[-0.44463668],[-0.06131078],[-0.26470588],[-0.39792388],[-0.05751391],[-0.38235294],[-0.44809689],[-0.36363636],[-0.05882353],999
428,[-0.2932526],[-0.1505848],[-0.20588235],[-0.28114187],[-0.07222222],[-0.26470588],[-0.2949827],[-0.36111111],[-0.05882353],999
429,[-0.48356401],[-0.09593023],[-0.32352941],[-0.45069204],[-0.05585106],[-0.35294118],[-0.44031142],[-0.375],[-0.11764706],999
430,[-0.3416955],[ 0.01420455],[-0.23529412],[-0.36418685],[ 0.01041667],[-0.32352941],[-0.35553633],[-0.28125],[-0.08823529],999
431,[-0.33737024],[-0.02097902],[-0.14705882],[-0.30968858],[-0.02396054],[-0.23529412],[-0.30795848],[-0.3030303],[ 0.],999
432,[-0.39013841],[-0.05523673],[-0.20588235],[-0.37629758],[-0.03186275],[-0.32352941],[-0.39705882],[-0.32352941],[ 0.05882353],999
433,[-0.38321799],[-0.15775401],[-0.17647059],[-0.35380623],[-0.11363636],[-0.35294118],[-0.35899654],[-0.36363636],[-0.02941176],999
434,[-0.433391],[-0.1030303],[-0.26470588],[-0.43512111],[-0.08874459],[-0.29411765],[-0.44204152],[-0.3030303],[-0.08823529],999
435,[-0.4783737],[-0.0722973],[-0.14705882],[-0.49048443],[-0.02070155],[-0.23529412],[-0.49567474],[-0.2972973],[ 0.],999
436,[-0.3866782],[-0.02380952],[-0.17647059],[-0.3866782],[ 0.01863354],[-0.20588235],[-0.37802768],[-0.28571429],[ 0.02941176],999
437,[-0.44204152],[-0.08323133],[-0.20588235],[-0.44896194],[-0.00966702],[-0.23529412],[-0.45761246],[-0.31578947],[ 0.],999
438,[-0.41349481],[-0.03125],[-0.20588235],[-0.40138408],[ 0.0013587],[-0.29411765],[-0.44636678],[-0.28125],[-0.08823529],999
439,[-0.35553633],[-0.17112299],[-0.14705882],[-0.32439446],[-0.15781923],[-0.32352941],[-0.31055363],[-0.35294118],[ 0.14705882],999
440,[-0.27768166],[ 0.02111614],[-0.08823529],[-0.32093426],[ 0.06257822],[-0.20588235],[-0.26730104],[-0.23529412],[ 0.08823529],999
441,[-0.37889273],[-0.05675676],[-0.20588235],[-0.39446367],[-0.01111111],[-0.32352941],[-0.4083045],[-0.3],[ 0.],999
442,[-0.31920415],[-0.07586207],[-0.32352941],[-0.32612457],[ 0.00073368],[-0.38235294],[-0.33304498],[-0.27586207],[-0.14705882],999
443,[-0.38321799],[-0.04694168],[-0.02941176],[-0.39013841],[-0.00228833],[-0.17647059],[-0.41608997],[-0.26315789],[ 0.08823529],999
444,[-0.34948097],[-0.11666667],[-0.23529412],[-0.29584775],[-0.09393939],[-0.38235294],[-0.34256055],[-0.36666667],[-0.11764706],999
445,[-0.4766436],[-0.09250399],[-0.20588235],[-0.46107266],[-0.05858586],[-0.32352941],[-0.45069204],[-0.3030303],[ 0.08823529],999
446,[-0.40743945],[-0.04102564],[-0.17647059],[-0.39705882],[-0.01602564],[-0.20588235],[-0.40570934],[-0.30769231],[-0.02941176],999
447,[-0.37370242],[-0.08793605],[-0.32352941],[-0.34256055],[-0.0611413],[-0.35294118],[-0.38754325],[-0.34375],[-0.11764706],999
448,[-0.48183391],[-0.13571429],[-0.26470588],[-0.4783737],[-0.05844156],[-0.26470588],[-0.4766436],[-0.28571429],[-0.08823529],999
449,[-0.45155709],[-0.16388889],[-0.26470588],[-0.46712803],[-0.14444444],[-0.35294118],[-0.45847751],[-0.38888889],[-0.08823529],999
450,[-0.33564014],[-0.10897436],[-0.14705882],[-0.31314879],[-0.05462653],[-0.20588235],[-0.32525952],[-0.35897436],[ 0.14705882],999
451,[-0.35726644],[-0.16039427],[-0.26470588],[-0.39359862],[-0.08817204],[-0.38235294],[-0.37802768],[-0.35483871],[-0.17647059],999
452,[-0.35726644],[-0.08353808],[-0.17647059],[-0.30709343],[-0.04016913],[-0.26470588],[-0.36764706],[-0.27272727],[ 0.08823529],999
453,[-0.49134948],[-0.02678571],[-0.23529412],[-0.48269896],[-0.05163043],[-0.35294118],[-0.50519031],[-0.3125],[-0.14705882],999
454,[-0.46626298],[-0.18968254],[-0.17647059],[-0.48702422],[-0.12301587],[-0.26470588],[-0.48875433],[-0.36111111],[-0.11764706],999
455,[-0.51989619],[-0.06887533],[-0.20588235],[-0.5233564],[-0.00225056],[-0.26470588],[-0.53027682],[-0.25806452],[ 0.02941176],999
456,[-0.3183391],[-0.06923077],[-0.26470588],[-0.30795848],[-0.00833333],[-0.38235294],[-0.316609],[-0.3],[-0.05882353],999
457,[-0.46453287],[-0.10197368],[-0.23529412],[-0.46799308],[-0.08522727],[-0.35294118],[-0.48529412],[-0.3125],[-0.02941176],999
458,[-0.39705882],[-0.16563467],[-0.26470588],[-0.40397924],[-0.07908497],[-0.32352941],[-0.41608997],[-0.32352941],[-0.23529412],999
459,[-0.49221453],[-0.10990712],[-0.20588235],[-0.48702422],[-0.05602241],[-0.23529412],[-0.48702422],[-0.29411765],[ 0.02941176],999
460,[-0.21193772],[-0.11616162],[-0.17647059],[-0.21712803],[-0.12121212],[-0.35294118],[-0.23961938],[-0.39393939],[ 0.05882353],999
461,[-0.47058824],[-0.12334495],[-0.26470588],[-0.47058824],[-0.05119048],[-0.32352941],[-0.49480969],[-0.34285714],[ 0.02941176],999
462,[-0.45761246],[-0.16666667],[-0.38235294],[-0.42820069],[-0.11666667],[-0.41176471],[-0.44550173],[-0.36666667],[-0.17647059],999
463,[-0.43858131],[-0.07692308],[-0.26470588],[-0.40743945],[-0.06666667],[-0.38235294],[-0.44377163],[-0.33333333],[-0.11764706],999
464,[-0.49913495],[-0.11984127],[-0.14705882],[-0.47318339],[-0.03167702],[-0.26470588],[-0.50605536],[-0.31428571],[ 0.],999
465,[-0.46107266],[-0.11507192],[-0.17647059],[-0.39878893],[-0.07636566],[-0.23529412],[-0.42820069],[-0.35897436],[ 0.08823529],999
466,[-0.52768166],[-0.05231037],[-0.17647059],[-0.50692042],[-0.06676669],[-0.32352941],[-0.55190311],[-0.32258065],[ 0.02941176],999
467,[-0.35207612],[ 0.025],[-0.14705882],[-0.31574394],[ 0.0625],[-0.26470588],[-0.36072664],[-0.25],[-0.02941176],999
468,[-0.38235294],[-0.16564952],[-0.29411765],[-0.38408304],[-0.08817204],[-0.38235294],[-0.38581315],[-0.35483871],[-0.11764706],999
469,[-0.3416955],[-0.29166667],[-0.20588235],[-0.3416955],[-0.21666667],[-0.32352941],[-0.35553633],[-0.41666667],[-0.11764706],999
470,[-0.42906574],[-0.15604396],[-0.08823529],[-0.47923875],[-0.12880143],[-0.23529412],[-0.47750865],[-0.38461538],[-0.02941176],999
471,[-0.39359862],[-0.14244186],[-0.23529412],[-0.3849481],[-0.06887755],[-0.26470588],[-0.40224913],[-0.375],[ 0.05882353],999
472,[-0.52249135],[-0.16710526],[-0.23529412],[-0.52422145],[-0.17137356],[-0.26470588],[-0.52422145],[-0.34210526],[-0.08823529],999
473,[-0.44550173],[-0.0845666],[-0.29411765],[-0.43685121],[-0.05113636],[-0.35294118],[-0.45242215],[-0.36363636],[-0.23529412],999
474,[-0.52076125],[-0.10526316],[-0.11764706],[-0.5],[-0.03318078],[-0.20588235],[-0.5432526],[-0.31578947],[ 0.05882353],999
475,[-0.44723183],[-0.07352941],[-0.20588235],[-0.433391],[-0.04092072],[-0.29411765],[-0.46107266],[-0.32352941],[-0.05882353],999
476,[-0.53027682],[-0.08359133],[-0.17647059],[-0.48010381],[ 0.01838235],[-0.26470588],[-0.50432526],[-0.29411765],[ 0.05882353],999
477,[-0.36678201],[-0.17948718],[-0.20588235],[-0.37370242],[-0.12641622],[-0.23529412],[-0.38581315],[-0.35897436],[-0.05882353],999
478,[-0.17387543],[-0.01312741],[ 0.02941176],[-0.21020761],[-0.02027027],[-0.17647059],[-0.21885813],[-0.27027027],[ 0.26470588],999
479,[-0.43598616],[-0.10462131],[-0.05882353],[-0.43425606],[-0.10890528],[-0.17647059],[-0.4550173],[-0.34146341],[ 0.11764706],999
480,[-0.31401384],[-0.13073593],[-0.08823529],[-0.33477509],[-0.110299],[-0.29411765],[-0.35207612],[-0.34285714],[-0.02941176],999
481,[-0.41868512],[-0.09821429],[-0.32352941],[-0.33910035],[-0.05163043],[-0.35294118],[-0.40138408],[-0.3125],[-0.08823529],999
482,[-0.30190311],[ 0.04444444],[-0.26470588],[-0.27249135],[ 0.04583333],[-0.32352941],[-0.27941176],[-0.26666667],[-0.08823529],999
483,[-0.4783737],[-0.09411765],[ 0.02941176],[-0.45761246],[-0.07272727],[-0.17647059],[-0.48702422],[-0.3],[ 0.20588235],999
484,[-0.52076125],[-0.17948718],[-0.44117647],[-0.49134948],[-0.15734266],[-0.52941176],[-0.52249135],[-0.38461538],[-0.29411765],999
485,[-0.42387543],[-0.05584082],[ 0.],[-0.4100346],[-0.04268293],[-0.11764706],[-0.39792388],[-0.29268293],[ 0.20588235],999
486,[-0.38408304],[-0.08333333],[-0.29411765],[-0.37543253],[-0.05072464],[-0.38235294],[-0.38927336],[-0.33333333],[-0.17647059],999
487,[-0.30968858],[-0.15483871],[-0.35294118],[-0.29238754],[-0.08817204],[-0.38235294],[-0.31314879],[-0.35483871],[-0.20588235],999
488,[-0.41262976],[-0.14102564],[-0.08823529],[-0.42647059],[-0.10769231],[-0.14705882],[-0.42301038],[-0.30769231],[ 0.11764706],999
489,[-0.2967128],[-0.03928571],[ 0.05882353],[-0.28979239],[-0.02065217],[-0.14705882],[-0.30017301],[-0.325],[ 0.23529412],999
490,[-0.46366782],[-0.19393939],[-0.35294118],[-0.47750865],[-0.18463707],[-0.41176471],[-0.47923875],[-0.39393939],[-0.20588235],999
491,[-0.35034602],[ 0.00862069],[-0.14705882],[-0.33131488],[ 0.03134796],[-0.29411765],[-0.37456747],[-0.24137931],[-0.05882353],999
492,[-0.43079585],[-0.14285714],[-0.02941176],[-0.4083045],[-0.04285714],[-0.11764706],[-0.4532872],[-0.30952381],[ 0.05882353],999
493,[-0.4532872],[-0.13863636],[-0.29411765],[-0.44982699],[-0.0969697],[-0.35294118],[-0.46712803],[-0.36363636],[-0.17647059],999
494,[-0.37802768],[-0.22751323],[-0.38235294],[-0.38148789],[-0.13781223],[-0.47058824],[-0.38321799],[-0.37037037],[-0.29411765],999
495,[-0.2482699],[-0.09032258],[-0.17647059],[-0.29844291],[-0.07603687],[-0.32352941],[-0.28287197],[-0.29032258],[ 0.],999
496,[-0.42041522],[-0.03125],[-0.20588235],[-0.41349481],[ 0.00763889],[-0.26470588],[-0.41349481],[-0.28125],[-0.14705882],999
497,[-0.49913495],[-0.05716878],[-0.26470588],[-0.49048443],[-0.03207698],[-0.35294118],[-0.49913495],[-0.24137931],[-0.05882353],999
498,[-0.39878893],[-0.04207317],[-0.02941176],[-0.39359862],[-0.0504065],[-0.14705882],[-0.39186851],[-0.31707317],[ 0.14705882],999
499,[-0.50346021],[-0.11384111],[-0.20588235],[-0.51557093],[-0.11255411],[-0.32352941],[-0.50865052],[-0.3030303],[-0.05882353],999
500,[-0.41695502],[-0.18235294],[-0.32352941],[-0.4083045],[-0.1057572],[-0.38235294],[-0.43252595],[-0.38235294],[-0.17647059],999
501,[-0.5449827],[-0.05277778],[-0.14705882],[-0.58650519],[-0.02777778],[-0.20588235],[-0.57958478],[-0.27777778],[-0.02941176],999
502,[-0.32179931],[-0.02380952],[-0.38235294],[-0.33737024],[-0.02083333],[-0.5],[-0.33217993],[-0.33333333],[-0.20588235],999
503,[-0.21885813],[-0.02982456],[-0.20588235],[-0.24653979],[-0.03939394],[-0.35294118],[-0.23615917],[-0.26666667],[-0.11764706],999
504,[-0.29757785],[-0.04963235],[-0.08823529],[-0.29065744],[-0.07102273],[-0.32352941],[-0.27508651],[-0.34375],[ 0.08823529],999
505,[-0.41608997],[-0.00806452],[-0.20588235],[-0.43685121],[-0.01362007],[-0.32352941],[-0.39186851],[-0.25806452],[-0.02941176],999
506,[-0.51038062],[ 0.06810345],[-0.17647059],[-0.53460208],[ 0.0992259],[-0.32352941],[-0.52422145],[-0.20689655],[-0.02941176],999
507,[-0.39446367],[-0.04804805],[-0.02941176],[-0.38927336],[-0.01445632],[-0.14705882],[-0.39965398],[-0.27027027],[ 0.11764706],999
508,[-0.48356401],[-0.06169872],[-0.20588235],[-0.48356401],[-0.04587766],[-0.35294118],[-0.49913495],[-0.34375],[-0.14705882],999
509,[-0.38927336],[-0.04468599],[-0.26470588],[-0.37889273],[-0.01388889],[-0.26470588],[-0.4083045],[-0.30555556],[ 0.02941176],999
510,[-0.4766436],[-0.22051282],[-0.32352941],[-0.47318339],[-0.20487805],[-0.35294118],[-0.48529412],[-0.4],[-0.20588235],999
511,[-0.51816609],[-0.14065934],[-0.23529412],[-0.5233564],[-0.07355623],[-0.32352941],[-0.5216263],[-0.37142857],[-0.05882353],999
512,[-0.25692042],[-0.04052936],[-0.20588235],[-0.22923875],[-0.01146953],[-0.29411765],[-0.28633218],[-0.32258065],[-0.08823529],999
513,[-0.31314879],[-0.02380952],[-0.14705882],[-0.29757785],[-0.05673759],[-0.29411765],[-0.35467128],[-0.33333333],[ 0.],999
514,[-0.66695502],[-0.18538324],[-0.20588235],[-0.68079585],[-0.0530303],[-0.29411765],[-0.67041522],[-0.3030303],[-0.02941176],999
515,[-0.39878893],[-0.02857143],[-0.17647059],[-0.38148789],[-0.00816327],[-0.29411765],[-0.40916955],[-0.31428571],[-0.02941176],999
516,[-0.37975779],[-0.15384615],[-0.29411765],[-0.3849481],[-0.05072464],[-0.32352941],[-0.39186851],[-0.33333333],[-0.11764706],999
517,[-0.33044983],[-0.01298701],[-0.35294118],[-0.31314879],[ 0.00595238],[-0.41176471],[-0.35121107],[-0.28571429],[-0.20588235],999
518,[-0.41868512],[-0.12280702],[-0.29411765],[-0.40311419],[-0.04166667],[-0.41176471],[-0.42387543],[-0.33333333],[-0.14705882],999
519,[-0.38062284],[-0.10903874],[-0.26470588],[-0.33737024],[-0.08627451],[-0.32352941],[-0.37889273],[-0.35294118],[ 0.],999
520,[-0.48961938],[-0.06334842],[-0.17647059],[-0.5017301],[-0.02139037],[-0.23529412],[-0.53114187],[-0.29411765],[ 0.],999
521,[-0.42474048],[-0.11405836],[-0.32352941],[-0.41608997],[-0.0591133],[-0.32352941],[-0.44377163],[-0.34482759],[-0.05882353],999
522,[-0.47923875],[-0.18235294],[-0.32352941],[-0.4550173],[-0.12148338],[-0.38235294],[-0.47750865],[-0.38235294],[-0.17647059],999
523,[-0.41868512],[-0.13706564],[-0.26470588],[-0.41868512],[-0.09048179],[-0.29411765],[-0.42733564],[-0.35135135],[ 0.],999
524,[-0.30017301],[-0.02857143],[-0.17647059],[-0.28460208],[-0.04761905],[-0.26470588],[-0.31747405],[-0.31428571],[ 0.08823529],999
525,[-0.4567474],[-0.06165312],[-0.17647059],[-0.47750865],[-0.02294686],[-0.23529412],[-0.47750865],[-0.30555556],[ 0.],999
526,[-0.37283737],[-0.05294118],[-0.17647059],[-0.37629758],[-0.04044118],[-0.32352941],[-0.39013841],[-0.35294118],[-0.02941176],999
527,[-0.44204152],[-0.09009009],[-0.17647059],[-0.45934256],[-0.0952381],[-0.29411765],[-0.46453287],[-0.33333333],[-0.11764706],999
528,[-0.46626298],[-0.27281106],[-0.35294118],[-0.45934256],[-0.19197482],[-0.41176471],[-0.48356401],[-0.38709677],[-0.23529412],999
529,[-0.41089965],[-0.06578947],[-0.11764706],[-0.39359862],[-0.04912281],[-0.20588235],[-0.40570934],[-0.31578947],[ 0.05882353],999
530,[-0.50519031],[-0.1092437],[-0.29411765],[-0.49480969],[-0.03186275],[-0.32352941],[-0.5017301],[-0.32352941],[-0.05882353],999
531,[-0.2716263],[-0.11794872],[-0.20588235],[-0.2266436],[-0.0744186],[-0.23529412],[-0.26470588],[-0.4],[-0.11764706],999
532,[-0.49307958],[-0.0979021],[-0.23529412],[-0.46020761],[-0.08874459],[-0.29411765],[-0.48096886],[-0.3030303],[-0.05882353],999
533,[-0.4316609],[-0.15595075],[-0.35294118],[-0.39186851],[-0.13516896],[-0.41176471],[-0.42301038],[-0.41176471],[-0.02941176],999
534,[-0.41955017],[-0.11881978],[-0.23529412],[-0.39705882],[-0.04721635],[-0.26470588],[-0.41782007],[-0.3030303],[-0.11764706],999
535,[-0.3200692],[-0.05603164],[-0.14705882],[-0.29930796],[-0.04171563],[-0.23529412],[-0.34775087],[-0.32432432],[ 0.],999
536,[-0.45415225],[-0.11904762],[-0.14705882],[-0.433391],[-0.05315615],[-0.23529412],[-0.44377163],[-0.28571429],[-0.02941176],999
537,[-0.50519031],[-0.07142857],[-0.17647059],[-0.47577855],[ 0.01111111],[-0.29411765],[-0.52249135],[-0.3],[-0.08823529],999
538,[-0.57266436],[-0.18266542],[-0.35294118],[-0.56574394],[-0.13552526],[-0.44117647],[-0.56574394],[-0.34482759],[-0.17647059],999
539,[-0.60467128],[-0.2766129],[-0.47058824],[-0.58391003],[-0.18494624],[-0.47058824],[-0.60640138],[-0.4516129],[-0.29411765],999
540,[-0.26989619],[-0.04761905],[-0.02941176],[-0.2716263],[-0.04444444],[-0.23529412],[-0.26816609],[-0.33333333],[ 0.20588235],999
541,[-0.42214533],[-0.12217195],[-0.23529412],[-0.41349481],[-0.08627451],[-0.32352941],[-0.42560554],[-0.35294118],[-0.14705882],999
542,[-0.42820069],[-0.20192308],[-0.47058824],[-0.40051903],[-0.19166667],[-0.58823529],[-0.46453287],[-0.45833333],[-0.26470588],999
543,[-0.44636678],[-0.23310023],[-0.11764706],[-0.42387543],[-0.16510319],[-0.23529412],[-0.41868512],[-0.38461538],[ 0.17647059],999
544,[-0.35380623],[-0.17418214],[-0.38235294],[-0.36072664],[-0.16502463],[-0.44117647],[-0.32439446],[-0.37931034],[ 0.02941176],999
545,[-0.20069204],[-0.075],[-0.17647059],[-0.183391],[-0.08085106],[-0.32352941],[-0.20761246],[-0.4],[-0.02941176],999
546,[-0.4532872],[-0.03365973],[-0.14705882],[-0.42733564],[-0.01287794],[-0.20588235],[-0.46020761],[-0.28947368],[ 0.05882353],999
547,[-0.39619377],[-0.05735294],[-0.17647059],[-0.41868512],[-0.07623049],[-0.38235294],[-0.42214533],[-0.38235294],[ 0.02941176],999
548,[-0.4083045],[-0.16878403],[-0.35294118],[-0.4083045],[-0.10658307],[-0.41176471],[-0.40138408],[-0.37931034],[-0.14705882],999
